Company name,Street address,City,State,Zip,County,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Web Address,Contact Email,Headquarters,Year Founded,Services Offered,Firm Characteristics,Ownership Type,Employees Local,Employees Statewide,Employees Worldwide,Universal Employees,Revenue volume 2021 Companywide,Revenue volume 2020,Universal Revenue,Leadership Executive(s)First name,Leadership Executive(s)Middle Name,Leadership Executive(s)Last name,Leadership Executive(s)Suffix,Leadership Executive(s)Title,Leadership Executive(s)Email,Leadership Executive(s)Phone,Footnotes
McCarthy & Co. P.C.,"One Hovchild Blvd., 4000 Route 66, Suite 310",Tinton Falls,New Jersey,07753,Monmouth,,,,,(732) 286-3893,www.McCarthy.CPA,info@McCarthy.CPA,,1967,Certified Public Accountants and Consultants,,Private,,19,,,7200000,6700000,,Martin,C.,McCarthy,,Managing partner,Marty.McCarthy@McCarthy.CPA,,"Company name: Marcum LLP announced June 5, 2023, that McCarthy & Co. P.C. combined with Marcum LLP,  effective June 1, 2023."
McCarthy & Co. P.C.,"One Hovchild Blvd., 4000 Route 66, Suite 310",Tinton Falls,New Jersey,07753,Monmouth,,,,,(732) 286-3893,www.McCarthy.CPA,info@McCarthy.CPA,,1967,Certified Public Accountants and Consultants,,Private,,19,,,7200000,6700000,,David,E.,Gibbs,,Partner,David.Gibbs@McCarthy.CPA,,"Company name: Marcum LLP announced June 5, 2023, that McCarthy & Co. P.C. combined with Marcum LLP,  effective June 1, 2023."
The McCloud Group LLC,"30 Montgomery St., Suite 940",Jersey City,New Jersey,07302,Hudson,"30 Montgomery St., Suite 940",Jersey City,New Jersey,07302,(201) 222-7769,www.themccloudgroup.com,office@themccloudgroup.com,Jersey City,2002,Professional construction management company,Certified Minority-owned,Private,,,,72,22000000,,50000000,Robert,A.,McCloud,,President/CEO,robert@themccloudgroup.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
McCullough CPA MAI LLC,138 S. Garfield Ave.,Moorestown,New Jersey,08057,Burlington,138 S. Garfield Ave.,Moorestown,,08057,(609) 832-2102,www.camcpavalue.com,mcculloughmai@cpa.com,Moorestown,2010,"Tax, Accting, real estate appraisals",,Private,,0,,,75000,70000,,Charles,A.,McCullough,,"MBA, ASA, MAI SCGREA, CTA",mcculloughmai@cpa.com,609-832-2102,
"McElroy, Deutsch, Mulvaney & Carpenter LLP",1300 Mount Kemble Ave.,Morristown,New Jersey,07962-2075,Morris,P.O. Box 2075,,,,(973) 993-8100,www.mdmc-law.com,info@mdmc-law.com,Morristown,1983,Full-service law firm,,Private,,120,,166,90535500,101052500,,Edward,B.,Deutsch,,Managing partner,edeutsch@mdmc-law.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
"McGuckin, Shatz & White LLC",1398 Hwy. 35 S.,Ocean,New Jersey,07712,Monmouth,,,,,(732) 695-6555,WWW.MSWCPAS.COM,info@mswcpas.com,,2013,CPA FIRM,,Private,,4,,4,1000000,,1000000,Daniel,C.,White,,,info@mswcpas.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
"McGuckin, Shatz & White LLC",1398 Hwy. 35 S.,Ocean,New Jersey,07712,Monmouth,,,,,(732) 695-6555,WWW.MSWCPAS.COM,info@mswcpas.com,,2013,CPA FIRM,,Private,,4,,4,1000000,,1000000,Howard,B.,Shatz,,,info@mswcpas.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
"McGuckin, Shatz & White LLC",1398 Hwy. 35 S.,Ocean,New Jersey,07712,Monmouth,,,,,(732) 695-6555,WWW.MSWCPAS.COM,info@mswcpas.com,,2013,CPA FIRM,,Private,,4,,4,1000000,,1000000,James,P.,McGuckin,,,info@mswcpas.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
"McManimon, Scotland & Baumann LLC",75 Livingston Avenue,Roseland,New Jersey,7068,Essex,,,,,(973) 622-1800,www.msbnj.com,info@msbnj.com,,1971,Law offices,,Private,,84,,83,,,,Matthew,D.,Jessup,,Vice Chairman,mjessup@msbnj.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
"McManimon, Scotland & Baumann LLC",75 Livingston Avenue,Roseland,New Jersey,7068,Essex,,,,,(973) 622-1800,www.msbnj.com,info@msbnj.com,,1971,Law offices,,Private,,84,,83,,,,Glenn,F.,Scotland,,Vice chairperson,gscotland@msbnj.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
"McManimon, Scotland & Baumann LLC",75 Livingston Avenue,Roseland,New Jersey,7068,Essex,,,,,(973) 622-1800,www.msbnj.com,info@msbnj.com,,1971,Law offices,,Private,,84,,83,,,,Joseph,P.,Baumann,Jr.,Chairperson,jbaumann@msbnj.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
McNally Doolittle Engineering LLC,"169 Ramapo Valley Road, Suite 4",Oakland,New Jersey,07436-2710,Bergen,,,,,(201) 337-9051,www.mcnallyeng.com,info@mcnallyeng.com,,1992,Full Service Site/Civil Engineering & Land Surveying firm,,Private,,,,,,,,Michael,,McNally,,Owner,,,
McNally Doolittle Engineering LLC,"169 Ramapo Valley Road, Suite 4",Oakland,New Jersey,07436-2710,Bergen,,,,,(201) 337-9051,www.mcnallyeng.com,info@mcnallyeng.com,,1992,Full Service Site/Civil Engineering & Land Surveying firm,,Private,,,,,,,,John,A.,Galdi,,Managing Partner,jgaldi@mcnallyeng.com,,
McNally Doolittle Engineering LLC,"169 Ramapo Valley Road, Suite 4",Oakland,New Jersey,07436-2710,Bergen,,,,,(201) 337-9051,www.mcnallyeng.com,info@mcnallyeng.com,,1992,Full Service Site/Civil Engineering & Land Surveying firm,,Private,,,,,,,,Matthew,A.,Greco,,Managing Partner,mgreco@mcnallyeng.com,,
McNally Doolittle Engineering LLC,"169 Ramapo Valley Road, Suite 4",Oakland,New Jersey,07436-2710,Bergen,,,,,(201) 337-9051,www.mcnallyeng.com,info@mcnallyeng.com,,1992,Full Service Site/Civil Engineering & Land Surveying firm,,Private,,,,,,,,Douglas,W,Doolittle,,Managing Partner,dwdpels@verizon.net,,
MCS Healthcare PR,"110 Allen Road, Suite 303",Basking Ridge,New Jersey,07920,Somerset,,,,,(908) 234-9900,www.mcspr.com,eharrison@mcspr.com,,1985,"Healthcare public relations, data and regulatory communications, media relations, corporate communications, strategic communication and digital communication",,Private,,18,,10,3585681,4405889,3722106,Bruce,,Ginsberg,,Senior Vice President,bruceg@mcspr.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
MCS Healthcare PR,"110 Allen Road, Suite 303",Basking Ridge,New Jersey,07920,Somerset,,,,,(908) 234-9900,www.mcspr.com,eharrison@mcspr.com,,1985,"Healthcare public relations, data and regulatory communications, media relations, corporate communications, strategic communication and digital communication",,Private,,18,,10,3585681,4405889,3722106,Eliot,,Harrison,,President,eharrison@mcspr.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
MCS Healthcare PR,"110 Allen Road, Suite 303",Basking Ridge,New Jersey,07920,Somerset,,,,,(908) 234-9900,www.mcspr.com,eharrison@mcspr.com,,1985,"Healthcare public relations, data and regulatory communications, media relations, corporate communications, strategic communication and digital communication",,Private,,18,,10,3585681,4405889,3722106,Karen,,Dombek,,Sr. Vice President,karend@mcspr.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
MCS Healthcare PR,"110 Allen Road, Suite 303",Basking Ridge,New Jersey,07920,Somerset,,,,,(908) 234-9900,www.mcspr.com,eharrison@mcspr.com,,1985,"Healthcare public relations, data and regulatory communications, media relations, corporate communications, strategic communication and digital communication",,Private,,18,,10,3585681,4405889,3722106,Calep,,Boyd,,CEO,joeb@mcspr.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
MCS Healthcare PR,"110 Allen Road, Suite 303",Basking Ridge,New Jersey,07920,Somerset,,,,,(908) 234-9900,www.mcspr.com,eharrison@mcspr.com,,1985,"Healthcare public relations, data and regulatory communications, media relations, corporate communications, strategic communication and digital communication",,Private,,18,,10,3585681,4405889,3722106,Chad,,Hyett,,Executive vice president,chyett@mcspr.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meadowlands Regional Chamber of Commerce,1099 Wall St. W.,Lyndhurst,New Jersey,07071,Bergen,,,,,(201) 939-0707,www.meadowlands.org,office@meadowlands.org,Lyndhurst,1973,,,,,,,7,,1667332,1822969,Jim,,Kirkos,,Chief Executive Officer,jkirkos@meadowlands.org,"(201) 939-0707, ext 2941","Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Medical Society of New Jersey,2 Princess Road,Lawrenceville,New Jersey,08648,Mercer,,,,,(609) 896-1766,www.msnj.org,info@msnj.org,,1766,Health policy,,Nonprofit,,,,,,,,Marlene,,Kalayilparampil,,"Manager, Government Affairs",mkalayil@msnj.org,,
Medical Society of New Jersey,2 Princess Road,Lawrenceville,New Jersey,08648,Mercer,,,,,(609) 896-1766,www.msnj.org,info@msnj.org,,1766,Health policy,,Nonprofit,,,,,,,,Lawrence,,Downs,,CEO,ldowns@msnj.org,,
Meeting Alliance,14 Main St.,Robbinsville,New Jersey,08691,Mercer,,Robbinsville,New Jersey,08691,(609) 208-1908,www.meetingalliance.com,info@meetingalliance.com,Robbinsville,1999,Full-service meeting and event management company specializing in the corporate market,Locally owned,Private; Corporation,,14,,18,19605320,21445620,29667025,David,,D'Eletto,,Managing Partner,ddeletto@meetingalliance.com,(609) 208-1908,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
"Meisel, Tuteur & Lewis P.C.",101 Eisenhower Parkway,Roseland,New Jersey,07068,Essex,,,,,(973) 228-4600,www.mtlcpa.com,info@mtlcpa.com,,1946,"Full-service certified public accounting firm with expertise in accounting and auditing, tax planning and preparation, and management consulting.",,Private,,47,,,13000000,12675000,,Michael,S.,Lewis,,Co-Managing Partner,mlewis@mtlcpa.com,,
"Meisel, Tuteur & Lewis P.C.",101 Eisenhower Parkway,Roseland,New Jersey,07068,Essex,,,,,(973) 228-4600,www.mtlcpa.com,info@mtlcpa.com,,1946,"Full-service certified public accounting firm with expertise in accounting and auditing, tax planning and preparation, and management consulting.",,Private,,47,,,13000000,12675000,,Anthony,,Pentz,,Co-Managing Partner,apentz@mtlcpa.com,,
mem property management corp.,"65 Challender Road, #302",Ridgefield Park,New Jersey,07660,Bergen,,,,,(732) 296-6660,www.memproperty.com,info@memproperty.com,,1989,"mem property management's philosophy is to operate each property from a Condominium Association and owner's perspective, with an acute awareness of the goals and needs of residents and users.",,Private,,39,,,1600000,1100000,,Martin,H.,Laderman,,President/CEO,martin.laderman@memproperty.com,,
mem property management corp.,"65 Challender Road, #302",Ridgefield Park,New Jersey,07660,Bergen,,,,,(732) 296-6660,www.memproperty.com,info@memproperty.com,,1989,"mem property management's philosophy is to operate each property from a Condominium Association and owner's perspective, with an acute awareness of the goals and needs of residents and users.",,Private,,39,,,1600000,1100000,,Elvia,C.,Laderman,,President,eladerman@memproperty.com,,
mem property management corp.,"65 Challender Road, #302",Ridgefield Park,New Jersey,07660,Bergen,,,,,(732) 296-6660,www.memproperty.com,info@memproperty.com,,1989,"mem property management's philosophy is to operate each property from a Condominium Association and owner's perspective, with an acute awareness of the goals and needs of residents and users.",,Private,,39,,,1600000,1100000,,Matthew,K.,Laderman,,Vice President,mkladerman@memproperty.com,,
Mercadien PC CPAs,3625 Quakerbridge Road,Princeton,New Jersey,08543-7648,Mercer,P.O. Box 7648,,,,(609) 689-9700,www.mercadien.com,solutions@mercadien.com,,1963,"Providing leading advisory, tax and accounting services for 60 years.",,Private,,137,,140,24000000,23200000,26397000,Kim,,Kelly,,Marketing Executive,,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Mercadien PC CPAs,3625 Quakerbridge Road,Princeton,New Jersey,08543-7648,Mercer,P.O. Box 7648,,,,(609) 689-9700,www.mercadien.com,solutions@mercadien.com,,1963,"Providing leading advisory, tax and accounting services for 60 years.",,Private,,137,,140,24000000,23200000,26397000,Myron,,Gellman,,CEO,solutions@mercadien.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Merck & Co. Inc.,2000 Galloping Hill Road,Kenilworth,New Jersey,07033,Union,,,,,(908) 740-4000,www.merck.com,,,1891,,,Public,,6800,,,,48000000000,,Roger,M.,Perlmutter,,"President, Merck Research Laboratories",,,"City: On April 28, 2020, Merck & Co. announced the company is leaving its Kenilworth headquarters and intends to consolidate its New Jersey campuses into a single location in Rahway. The move is expected to be completed by the end of 2023."
Merck & Co. Inc.,2000 Galloping Hill Road,Kenilworth,New Jersey,07033,Union,,,,,(908) 740-4000,www.merck.com,,,1891,,,Public,,6800,,,,48000000000,,Robert,,Davis,,CEO and president,,,"City: On April 28, 2020, Merck & Co. announced the company is leaving its Kenilworth headquarters and intends to consolidate its New Jersey campuses into a single location in Rahway. The move is expected to be completed by the end of 2023."
Merck Employees Federal Credit Union,126 E. Lincoln Ave.,Rahway,New Jersey,07065-4607,Union,,,,,(732) 594-3317,www.merckcu.com,merck.efcu@merck.com,,1936,Credit Unions,,Nonprofit,,24,,23,,,,Paul,,Gentile,,,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Merck Foundation,2000 Galloping Hill Road,Kenilworth,New Jersey,07033,Union,,,,,,www.msdresponsibility.com,,,1957,,,Public,,,,,,,,Robert,,Davis,,,,,
Merck Foundation,2000 Galloping Hill Road,Kenilworth,New Jersey,07033,Union,,,,,,www.msdresponsibility.com,,,1957,,,Public,,,,,,,,Kenneth,C.,Frazier,,Chairman and CEO,,,
Mercury Public Affairs,"222 W. State St., Suite 301",Trenton,New Jersey,08608,Mercer,,,,,(609) 393-1793,www.mercuryllc.com,,,1999,,,,,,,,,,,Michael,,DuHaime,,Partner,,,
Meridian Bank,9 Old Lincoln Hwy.,Malvern,Pennsylvania,19355,Chester,,,,,(866) 327-9199,www.meridianbanker.com,,,2004,,,,,,,,,,,,,,,,,,
Methfessel & Werbel PC,"2025 Lincoln Hwy., Suite 200",Edison,New Jersey,08818,Middlesex,P.O. Box 3012,,,,(732) 248-4200,www.methwerb.com,info@methwerb.com,,1972,,,Private,,75,,77,,,,Matthew,,Werbel,,Managing Director,mwerbel@methwerb.com,"(732) 248-4200,ext.141","Universal Employees: Source: # Employees, Statewide (2023)"
Methfessel & Werbel PC,"2025 Lincoln Hwy., Suite 200",Edison,New Jersey,08818,Middlesex,P.O. Box 3012,,,,(732) 248-4200,www.methwerb.com,info@methwerb.com,,1972,,,Private,,75,,77,,,,John,,Methfessel,Jr.,President,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Metro City Bank,"5441 Buford Hwy., Suite 109",Doraville,Georgia,30340,Dekalb,,,,,(770) 455-4989,www.metrocitybank.bank,,,,,,,,,,,,,,Howard,,Hwasaeng Kim,,President and chief lending/chief operations officer,,,
Metro City Bank,"5441 Buford Hwy., Suite 109",Doraville,Georgia,30340,Dekalb,,,,,(770) 455-4989,www.metrocitybank.bank,,,,,,,,,,,,,,Farid,,Tan,,Chief executive officer,FaridTan@MetroCityBank.com,,
metrofuser,475 Division St.,Elizibeth,New Jersey,07201,Union,,,,,(908) 245-2100,www.metrofuser.com,sales@metrofuser.com,,2003,"Metrofuser is a leading provider of printer parts and services for laser printers, including fusers, maintenance kits, and other printer accessories.",,Private,,49,,45,5037691,6400000,5081040,Will,,DeMuth,,Co-President,marketing@metrofuser.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
metrofuser,475 Division St.,Elizibeth,New Jersey,07201,Union,,,,,(908) 245-2100,www.metrofuser.com,sales@metrofuser.com,,2003,"Metrofuser is a leading provider of printer parts and services for laser printers, including fusers, maintenance kits, and other printer accessories.",,Private,,49,,45,5037691,6400000,5081040,Eric,,Katz,,Co-President,ek@metrofuser.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meyner and Landis LLP,"1 Gateway Center, Suite 2500",Newark,New Jersey,07102-5310,Essex,,,,,(973) 624-2800,www.meyner.com,,,1962,,,Private,,38,,39,,,10300000,William,J.,Fiore,,Partner,wfiore@meyner.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meyner and Landis LLP,"1 Gateway Center, Suite 2500",Newark,New Jersey,07102-5310,Essex,,,,,(973) 624-2800,www.meyner.com,,,1962,,,Private,,38,,39,,,10300000,Scott,R.,Malyk,,Partner,smalyk@meyner.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meyner and Landis LLP,"1 Gateway Center, Suite 2500",Newark,New Jersey,07102-5310,Essex,,,,,(973) 624-2800,www.meyner.com,,,1962,,,Private,,38,,39,,,10300000,David,,Grantz,,partner,dgdgrantz@meyner.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meyner and Landis LLP,"1 Gateway Center, Suite 2500",Newark,New Jersey,07102-5310,Essex,,,,,(973) 624-2800,www.meyner.com,,,1962,,,Private,,38,,39,,,10300000,Anthony,,Siliato,,,asiliato@meyner.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Meyner and Landis LLP,"1 Gateway Center, Suite 2500",Newark,New Jersey,07102-5310,Essex,,,,,(973) 624-2800,www.meyner.com,,,1962,,,Private,,38,,39,,,10300000,Scott,T,McCleary,,,smccleary@meyner.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
MFS Engineers & Surveyors,2780 Hamilton Blvd.,South Plainfield,New Jersey,07080,Middlesex,,South Plainfield,,,(908) 922-4622,www.MFSengineers.com,info@mfsengineers.com,,2009,A multi-discipline MBE/DBE/SBE certified civil engineering and design consulting firm which provides personalized services and solutions to meet the needs of our diverse clients.,,Private,,37,,,0,4647525,,Paul,B.,Shim,,Senior Associate Engineer,pbs@mfsengineers.com,,
